student_id,age,grade_1,grade_2,grade_3,attendance_percentage,study_hours_per_week,midterm_exam_score,final_exam_score,pass
695,20,33,28,45,47,0,63,28,0
696,19,54,45,59,0,10,77,72,1
697,20,44,62,44,42,21,38,56,0
698,25,66,72,38,58,36,35,26,0
699,18,32,35,51,38,38,30,26,0
700,19,45,31,48,25,2,72,55,0
701,25,36,62,74,44,10,30,77,1
702,19,52,79,67,24,22,74,74,1
703,25,28,48,76,78,15,49,51,0
704,21,70,55,78,1,9,30,79,1
705,19,38,57,69,85,24,55,37,0
706,21,62,70,77,0,23,69,76,1
707,23,29,46,35,80,19,41,67,0
708,23,60,49,67,47,33,53,34,0
709,21,80,61,40,73,8,67,44,0
710,18,45,48,38,71,26,69,61,0
711,21,63,60,44,83,31,60,76,1
712,19,76,25,48,12,2,56,28,0
713,21,35,60,55,72,23,65,68,0
714,21,26,78,30,89,29,32,30,0
715,22,53,61,27,29,0,71,28,0
716,25,79,71,57,72,19,47,25,0
717,20,67,35,28,23,22,54,49,0
718,18,53,50,63,9,1,74,80,1
719,25,63,64,59,84,20,26,38,0
720,23,76,44,73,43,34,72,74,1
721,23,30,42,55,35,2,59,45,0
722,22,51,57,36,11,1,47,68,0
723,19,44,45,48,20,1,29,73,1
724,25,40,67,80,78,34,47,58,0
725,20,58,31,38,86,1,70,77,1
726,23,51,63,80,60,8,72,51,0
727,20,56,25,56,46,28,42,25,0
728,22,64,47,33,31,17,41,45,0
729,23,47,69,43,82,1,47,78,1
730,18,55,70,37,82,37,61,63,0
731,25,73,71,38,48,12,62,74,1
732,23,37,55,51,69,33,80,71,1
733,25,34,80,67,88,0,80,39,0
734,24,37,68,60,38,24,63,37,0
735,21,30,35,69,90,14,70,28,0
736,21,67,63,28,75,19,78,72,1
737,22,43,36,80,28,36,63,52,0
738,18,28,68,57,73,18,74,59,0
739,18,67,51,45,84,6,26,58,0
740,24,63,67,74,38,24,74,30,0
741,23,37,38,75,59,19,70,77,1
742,20,36,69,63,61,9,70,63,0
743,23,36,39,35,70,23,43,74,1
744,19,69,64,58,69,25,33,77,1
745,22,76,45,78,85,18,37,79,1
746,18,34,65,32,57,34,45,32,0
747,23,63,63,51,9,4,65,38,0
748,24,71,60,40,54,22,62,79,1
749,25,66,53,57,69,30,34,47,0
750,18,30,42,67,58,38,70,29,0
751,21,67,74,31,30,18,54,29,0
752,21,45,70,57,47,35,33,75,1
753,23,51,46,76,5,13,46,75,1
754,18,64,65,37,41,24,66,47,0
755,20,70,33,56,55,27,65,63,0
756,19,31,54,63,50,17,51,44,0
757,24,63,45,55,1,9,63,74,1
758,22,62,64,73,38,37,54,32,0
759,18,58,70,51,62,35,48,31,0
760,20,50,46,56,43,38,39,27,0
761,19,35,48,50,51,9,49,29,0
762,23,60,62,35,53,36,40,73,1
763,24,60,64,28,25,30,33,49,0
764,22,53,70,57,33,15,75,38,0
765,22,43,36,27,46,12,37,27,0
766,24,72,34,58,42,5,49,28,0
767,23,42,59,44,22,27,77,67,0
768,20,27,79,40,4,36,53,73,1
769,24,41,69,30,49,21,26,65,0
770,18,55,33,44,8,14,55,62,0
771,21,65,48,58,51,38,58,62,0
772,18,68,74,68,23,40,68,45,0
773,25,39,46,25,89,0,42,39,0
774,19,44,31,71,34,26,62,25,0
775,20,53,36,31,61,31,63,58,0
776,20,43,59,71,46,12,43,59,0
777,21,67,58,41,3,1,73,27,0
778,19,41,27,33,68,29,80,73,1
779,24,54,45,54,70,14,75,70,1
780,23,75,42,76,62,32,27,73,1
781,18,47,25,74,82,27,45,65,0
782,20,52,35,64,7,2,68,79,1
783,22,51,69,53,21,13,76,54,0
784,18,68,53,28,0,22,47,44,0
785,18,26,43,51,52,1,67,43,0
786,24,69,79,34,25,37,73,75,1
787,24,27,52,47,0,8,61,45,0
788,24,34,69,41,28,1,35,77,1
789,25,38,65,53,68,6,53,54,0
790,21,47,44,30,72,39,50,75,1
791,25,37,65,27,51,2,28,57,0
792,19,73,62,51,60,17,55,65,0
793,21,39,80,47,72,19,47,31,0
794,22,60,41,43,28,33,64,60,0
795,20,76,48,70,99,28,47,51,0
796,22,72,43,26,95,29,35,25,0
797,25,35,70,26,6,26,26,32,0
798,18,70,80,73,6,34,80,25,0
799,21,48,36,59,74,5,68,55,0
800,24,60,56,45,56,34,61,70,1
801,18,51,61,65,73,7,67,53,0
802,21,33,58,53,87,37,64,29,0
803,21,31,56,28,100,29,74,55,0
804,19,32,55,34,69,10,60,57,0
805,24,63,76,48,17,20,53,54,0
806,24,36,79,78,23,34,57,30,0
807,18,60,42,72,55,28,77,48,0
808,21,40,54,52,14,8,37,38,0
809,22,45,71,67,41,14,32,55,0
810,21,25,69,57,16,26,43,60,0
811,24,61,38,65,67,1,43,55,0
812,24,30,66,52,1,20,51,47,0
813,19,64,72,48,63,2,47,55,0
814,18,60,67,74,81,10,63,61,0
815,19,59,36,42,78,27,29,56,0
816,21,64,46,72,82,36,78,36,0
817,22,58,72,74,16,28,28,50,0
818,25,42,25,72,35,6,61,70,1
819,21,53,64,51,92,24,55,59,0
820,22,63,50,53,50,34,46,51,0
821,20,40,49,31,40,17,74,65,0
822,20,37,31,77,2,31,45,32,0
823,21,45,29,59,20,8,26,54,0
824,18,53,31,31,26,27,54,38,0
825,24,78,48,27,97,7,58,47,0
826,22,39,52,39,43,19,75,62,0
827,18,60,51,28,76,6,25,74,1
828,22,51,39,52,44,22,28,69,0
829,19,76,31,39,26,3,40,32,0
830,20,52,29,51,85,20,77,75,1
831,18,56,80,59,67,18,79,25,0
832,20,68,45,32,5,22,57,78,1
833,22,72,76,28,15,31,34,41,0
834,20,57,76,37,89,31,63,42,0
835,22,73,29,54,4,4,51,29,0
836,18,58,48,63,20,14,56,46,0
837,22,29,38,34,19,9,70,52,0
838,22,57,36,58,23,14,30,74,1
839,24,46,40,69,85,1,71,26,0
840,18,41,64,48,41,7,68,59,0
841,21,42,30,48,15,18,32,69,0
842,19,76,74,33,95,7,45,50,0
843,24,35,40,44,42,25,76,41,0
844,20,75,47,78,95,16,47,25,0
845,18,33,48,41,56,34,56,37,0
846,25,78,67,66,46,32,73,31,0
847,20,69,69,55,72,17,73,44,0
848,20,55,51,37,73,26,57,43,0
849,18,36,38,70,63,37,78,32,0
850,20,70,61,47,36,9,29,44,0
851,18,78,68,30,81,25,35,46,0
852,24,71,56,65,93,0,48,37,0
853,18,55,80,39,85,5,28,55,0
854,19,66,77,57,69,1,55,33,0
855,21,59,63,80,70,17,74,44,0
856,22,75,50,65,41,20,58,58,0
857,20,38,35,67,27,0,72,57,0
858,21,65,59,54,11,33,53,76,1
859,21,65,76,29,31,40,26,76,1
860,23,80,54,73,27,40,62,45,0
861,21,62,77,31,50,22,31,73,1
862,19,76,40,69,72,39,59,28,0
863,22,69,63,77,14,33,34,52,0
864,24,50,49,62,5,21,31,27,0
865,21,45,63,54,17,26,42,39,0
866,21,37,79,49,14,0,69,49,0
867,23,67,54,67,21,1,50,68,0
868,23,50,59,52,29,40,59,32,0
869,22,71,33,29,3,1,38,25,0
870,25,78,76,40,29,3,76,73,1
871,25,68,76,68,26,25,46,27,0
872,24,65,34,51,67,33,57,75,1
873,20,32,76,49,45,32,25,67,0
874,18,50,53,26,33,13,36,65,0
875,25,28,66,58,53,13,47,77,1
876,18,34,35,74,69,40,45,71,1
877,23,63,72,80,97,27,76,79,1
878,24,26,38,73,99,30,25,53,0
879,23,43,29,53,95,16,40,64,0
880,24,75,77,28,22,23,58,37,0
881,25,37,73,41,67,27,47,62,0
882,23,62,79,77,72,8,67,57,0
883,21,53,58,59,75,17,59,59,0
884,23,59,47,25,12,12,63,61,0
885,25,73,72,25,37,40,60,31,0
886,18,76,55,38,2,1,26,65,0
887,23,44,28,71,87,13,53,39,0
888,21,69,52,80,31,33,34,55,0
889,20,50,53,51,10,2,78,72,1
890,21,78,70,33,27,39,39,35,0
891,24,53,48,32,68,33,56,56,0
892,19,29,55,54,28,26,30,58,0
893,20,44,76,54,59,34,35,55,0
894,22,50,75,39,41,7,30,77,1
895,19,56,69,58,4,38,37,37,0
896,24,78,36,32,61,33,32,39,0
897,25,36,63,70,4,30,37,55,0
898,21,76,54,60,47,6,79,54,0
899,18,25,51,27,98,28,31,52,0
900,22,50,45,28,19,24,43,50,0
901,24,43,41,36,15,3,57,78,1
902,25,55,65,33,56,40,68,67,0
903,19,44,77,38,59,21,35,50,0
904,20,71,29,45,10,40,38,70,1
905,19,47,42,64,94,24,39,80,1
906,23,45,54,77,11,10,43,67,0
907,25,27,54,35,58,23,70,29,0
908,25,80,44,53,23,18,60,60,0
909,18,71,43,75,71,17,25,68,0
910,21,35,50,37,58,12,62,42,0
911,19,80,25,74,70,39,72,45,0
912,21,67,38,64,46,17,55,45,0
913,25,27,49,66,93,36,45,78,1
914,21,38,48,39,49,8,73,28,0
915,20,27,31,66,57,26,47,32,0
916,24,61,68,62,82,35,50,37,0
917,21,73,31,55,2,14,46,76,1
918,25,70,50,69,92,18,64,64,0
919,21,29,79,38,73,8,36,30,0
920,24,44,35,67,61,16,42,74,1
921,19,72,70,41,72,7,65,26,0
922,20,53,70,33,96,7,37,66,0
923,21,72,57,77,55,5,75,60,0
924,18,38,63,33,14,9,73,53,0
925,25,57,64,59,86,37,46,41,0
926,25,29,38,63,34,17,47,38,0
927,25,74,40,69,50,17,28,62,0
928,24,67,60,77,100,19,67,36,0
929,24,65,41,76,63,33,44,60,0
930,22,68,35,60,25,20,80,32,0
931,24,39,44,59,17,24,44,65,0
932,23,45,66,42,68,39,49,60,0
933,22,67,80,31,50,18,45,49,0
934,22,43,32,31,5,28,44,26,0
935,24,71,66,64,54,23,35,58,0
936,20,64,46,47,12,1,33,50,0
937,20,59,33,36,67,15,47,46,0
938,25,63,50,79,12,32,44,38,0
939,21,46,62,76,84,28,73,47,0
940,22,50,75,31,67,26,60,52,0
941,20,68,55,63,52,19,61,75,1
942,25,58,32,61,80,25,27,80,1
943,25,61,40,74,27,16,75,72,1
944,22,39,44,77,54,15,25,63,0
945,19,57,43,30,90,23,66,77,1
946,21,46,51,29,85,10,28,44,0
947,20,60,30,74,81,15,47,62,0
948,23,74,75,42,63,9,50,33,0
949,20,68,42,48,92,11,62,39,0
950,21,57,25,67,20,4,35,58,0
951,24,40,76,43,19,14,36,37,0
952,22,44,34,32,44,18,72,80,1
953,21,60,36,70,95,19,61,57,0
954,20,29,32,65,91,23,73,78,1
955,23,31,40,34,2,5,74,61,0
956,22,61,34,40,3,22,41,68,0
957,18,70,39,63,37,9,35,36,0
958,21,42,39,34,65,35,54,56,0
959,20,51,60,38,56,38,45,61,0
960,25,63,35,37,47,29,25,61,0
961,18,31,43,32,33,0,40,40,0
962,25,34,28,40,44,33,68,80,1
963,23,41,56,47,12,5,66,58,0
964,21,70,61,63,100,34,42,50,0
965,22,29,37,45,96,8,36,38,0
966,24,62,74,56,84,18,45,59,0
967,18,63,45,46,15,30,47,66,0
968,20,27,48,58,40,23,63,46,0
969,20,53,66,58,90,22,54,79,1
970,21,48,54,78,21,17,52,65,0
971,18,78,73,43,53,33,68,73,1
972,23,25,53,79,36,35,69,59,0
973,19,45,68,46,9,27,74,71,1
974,23,29,71,42,72,8,53,75,1
975,18,53,29,28,75,11,64,76,1
976,21,49,75,55,43,6,37,47,0
977,25,27,52,72,47,26,37,62,0
978,24,52,64,47,85,17,61,39,0
979,24,45,65,47,46,13,70,74,1
980,19,61,70,66,79,7,67,69,0
981,18,28,59,60,85,7,37,75,1
982,21,55,70,31,80,27,27,31,0
983,25,78,28,52,83,11,28,62,0
984,21,43,34,63,69,20,47,80,1
985,21,45,52,41,11,34,73,67,0
986,24,34,74,42,93,32,77,42,0
987,18,41,27,57,8,28,44,75,1
988,25,59,63,58,99,26,28,70,1
989,22,33,67,72,48,31,69,29,0
990,22,38,39,34,100,28,53,68,0
991,22,55,39,62,93,25,36,49,0
992,18,80,54,27,100,38,66,78,1
993,22,37,48,51,21,5,59,62,0
994,20,28,78,33,9,39,47,77,1
995,20,68,75,40,23,38,32,46,0
996,19,27,61,50,22,22,31,78,1
997,24,67,37,32,16,33,26,53,0
998,24,76,29,59,50,37,73,64,0
999,18,43,71,34,18,34,59,32,0
1000,20,39,51,79,49,33,69,79,1
